date,n_contracts,near_rate,near_contract,far_rate,far_contract,terminal_rate,terminal_contract,terminal_maturity,peak_rate,peak_contract,peak_maturity,curve_slope_bp,mid_mean_rate,z6_rate,m7_rate,near_rate_chg,far_rate_chg,terminal_rate_chg,peak_rate_chg,mid_mean_chg,z6_m7_spread,curve_move_bp,curve_move_5d_vol,curve_move_20d_vol,curve_move_5d_sum,curve_move_20d_sum
2020-06-25,39,0.067500,SR3_M20,0.345000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,27.750000,0.119375,0.195000,0.215000,-0.002500,0.000000,0.000000,0.000000,0.000000,-0.020000,-0.125000,0.472692,1.406692,-2.250000,-1.750000
2020-06-26,39,0.065000,SR3_M20,0.325000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,26.000000,0.099375,0.175000,0.195000,-0.002500,-0.020000,-0.020000,-0.020000,-0.020000,-0.020000,-1.125000,0.420193,1.406692,-2.125000,-1.750000
2020-06-29,39,0.065000,SR3_M20,0.315000,SR3_Z29,-0.045000,SR3_H22,2022-03-01,0.155000,SR3_U26,2026-09-01,25.000000,0.089375,0.165000,0.185000,0.000000,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.500000,0.420193,1.373145,-2.125000,-3.500000
2020-06-30,39,0.065000,SR3_M20,0.315000,SR3_Z29,-0.045000,SR3_H22,2022-03-01,0.155000,SR3_U26,2026-09-01,25.000000,0.089375,0.165000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.459279,1.370207,-1.875000,-3.750000
2020-07-01,39,0.070000,SR3_M20,0.335000,SR3_Z29,-0.030000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,26.500000,0.109167,0.185000,0.205000,0.005000,0.020000,0.015000,0.020000,0.019792,-0.020000,1.250000,0.872317,1.304897,-0.500000,-4.625000
2020-07-02,39,0.077500,SR3_M20,0.325000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,24.750000,0.099375,0.175000,0.195000,0.007500,-0.010000,-0.005000,-0.010000,-0.009792,-0.020000,-0.125000,0.872317,1.289683,-0.500000,-5.375000
2020-07-06,39,0.085000,SR3_M20,0.325000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,24.000000,0.099375,0.175000,0.195000,0.007500,0.000000,0.000000,0.000000,0.000000,-0.020000,0.375000,0.664972,1.005822,1.000000,-8.250000
2020-07-07,39,0.085000,SR3_M20,0.320000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.160000,SR3_U26,2026-09-01,23.500000,0.094583,0.170000,0.190000,0.000000,-0.005000,0.000000,-0.005000,-0.004792,-0.020000,-0.250000,0.605960,1.001972,1.250000,-8.500000
2020-07-08,39,0.085000,SR3_M20,0.315000,SR3_Z29,-0.040000,SR3_H22,2022-03-01,0.155000,SR3_U26,2026-09-01,23.000000,0.089583,0.165000,0.185000,0.000000,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.250000,0.641044,0.942312,1.000000,-6.875000
2020-07-09,39,0.087500,SR3_M20,0.300000,SR3_Z29,-0.055000,SR3_H22,2022-03-01,0.140000,SR3_U26,2026-09-01,21.250000,0.074583,0.150000,0.170000,0.002500,-0.015000,-0.015000,-0.015000,-0.015000,-0.020000,-0.625000,0.360122,0.779544,-0.875000,-4.875000
2020-07-10,39,0.090000,SR3_M20,0.315000,SR3_Z29,-0.050000,SR3_H22,2022-03-01,0.155000,SR3_U26,2026-09-01,22.500000,0.089167,0.165000,0.185000,0.002500,0.015000,0.005000,0.015000,0.014584,-0.020000,0.875000,0.595556,0.779992,0.125000,-2.750000
2020-07-13,39,0.090000,SR3_M20,0.330000,SR3_Z29,-0.045000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,24.000000,0.101250,0.180000,0.200000,0.000000,0.015000,0.005000,0.015000,0.012083,-0.020000,0.750000,0.669655,0.712206,0.500000,-3.500000
2020-07-14,39,0.090000,SR3_M20,0.330000,SR3_Z29,-0.045000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,24.000000,0.101250,0.180000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.645901,0.713013,0.750000,-3.250000
2020-07-15,39,0.090000,SR3_M20,0.340000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,25.000000,0.111250,0.190000,0.210000,0.000000,0.010000,0.010000,0.010000,0.010000,-0.020000,0.500000,0.616188,0.698212,1.500000,-3.500000
2020-07-16,39,0.085000,SR3_M20,0.335000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,25.000000,0.106458,0.185000,0.205000,-0.005000,-0.005000,0.000000,-0.005000,-0.004792,-0.020000,-0.500000,0.570088,0.630893,1.625000,-2.500000
2020-07-17,39,0.087500,SR3_M20,0.335000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,24.750000,0.106458,0.185000,0.205000,0.002500,0.000000,0.000000,0.000000,0.000000,-0.020000,0.125000,0.480885,0.621834,0.875000,-1.750000
2020-07-20,39,0.087500,SR3_M20,0.330000,SR3_Z29,-0.040000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,24.250000,0.101458,0.180000,0.200000,0.000000,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.250000,0.379144,0.560633,-0.125000,-0.750000
2020-07-21,39,0.092500,SR3_M20,0.330000,SR3_Z29,-0.045000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,23.750000,0.100417,0.180000,0.200000,0.005000,0.000000,-0.005000,0.000000,-0.001041,-0.020000,0.250000,0.399218,0.553101,0.125000,0.000000
2020-07-22,39,0.095000,SR3_M20,0.325000,SR3_Z29,-0.050000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,23.000000,0.095417,0.175000,0.195000,0.002500,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.125000,0.298433,0.550829,-0.500000,0.125000
2020-07-23,39,0.090000,SR3_M20,0.325000,SR3_Z29,-0.050000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,23.500000,0.095417,0.175000,0.195000,-0.005000,0.000000,0.000000,0.000000,0.000000,-0.020000,-0.250000,0.227074,0.553101,-0.250000,0.000000
2020-07-24,39,0.092500,SR3_M20,0.330000,SR3_Z29,-0.045000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,23.750000,0.100417,0.180000,0.200000,0.002500,0.005000,0.005000,0.005000,0.005000,-0.020000,0.375000,0.293151,0.558428,-0.000000,0.500000
2020-07-27,39,0.092500,SR3_M20,0.340000,SR3_Z29,-0.035000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,24.750000,0.110417,0.190000,0.210000,0.000000,0.010000,0.010000,0.010000,0.010000,-0.020000,0.500000,0.323554,0.497155,0.750000,2.125000
2020-07-28,39,0.092500,SR3_M20,0.335000,SR3_Z29,-0.040000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,24.250000,0.105417,0.185000,0.205000,0.000000,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.250000,0.360122,0.484080,0.250000,2.375000
2020-07-29,39,0.087500,SR3_M20,0.325000,SR3_Z29,-0.050000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,23.750000,0.095417,0.175000,0.195000,-0.005000,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.750000,0.512348,0.521377,-0.375000,1.625000
2020-07-30,39,0.087500,SR3_M20,0.305000,SR3_Z29,-0.060000,SR3_H22,2022-03-01,0.145000,SR3_U26,2026-09-01,21.750000,0.076042,0.155000,0.175000,0.000000,-0.020000,-0.010000,-0.020000,-0.019375,-0.020000,-1.000000,0.663796,0.498146,-1.125000,-0.625000
2020-07-31,39,0.087500,SR3_M20,0.300000,SR3_Z29,-0.065000,SR3_H22,2022-03-01,0.140000,SR3_U26,2026-09-01,21.250000,0.071042,0.150000,0.170000,0.000000,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.250000,0.575543,0.500164,-1.750000,-0.750000
2020-08-03,39,0.090000,SR3_M20,0.295000,SR3_Z29,-0.070000,SR3_H22,2022-03-01,0.135000,SR3_U26,2026-09-01,20.500000,0.066042,0.145000,0.165000,0.002500,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.125000,0.379144,0.490871,-2.375000,-1.250000
2020-08-04,39,0.090000,SR3_M20,0.285000,SR3_Z29,-0.075000,SR3_H22,2022-03-01,0.125000,SR3_U26,2026-09-01,19.500000,0.056458,0.135000,0.155000,0.000000,-0.010000,-0.005000,-0.010000,-0.009584,-0.020000,-0.500000,0.357946,0.499012,-2.625000,-1.500000
2020-08-05,39,0.090000,SR3_M20,0.295000,SR3_Z29,-0.065000,SR3_H22,2022-03-01,0.135000,SR3_U26,2026-09-01,20.500000,0.066458,0.145000,0.165000,0.000000,0.010000,0.010000,0.010000,0.010000,-0.020000,0.500000,0.547723,0.513149,-1.375000,-0.750000
2020-08-06,39,0.090000,SR3_M20,0.300000,SR3_Z29,-0.060000,SR3_H22,2022-03-01,0.140000,SR3_U26,2026-09-01,21.000000,0.071458,0.150000,0.170000,0.000000,0.005000,0.005000,0.005000,0.005000,-0.020000,0.250000,0.399218,0.497485,-0.125000,0.125000
2020-08-07,39,0.090000,SR3_M20,0.320000,SR3_Z29,-0.040000,SR3_H22,2022-03-01,0.160000,SR3_U26,2026-09-01,23.000000,0.091458,0.170000,0.190000,0.000000,0.020000,0.020000,0.020000,0.020000,-0.020000,1.000000,0.575543,0.509612,1.125000,0.250000
2020-08-10,39,0.090000,SR3_M20,0.330000,SR3_Z29,-0.030000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,24.000000,0.101458,0.180000,0.200000,0.000000,0.010000,0.010000,0.010000,0.010000,-0.020000,0.500000,0.547723,0.493377,1.750000,0.000000
2020-08-11,39,0.090000,SR3_M20,0.365000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.205000,SR3_U26,2026-09-01,27.500000,0.136042,0.215000,0.235000,0.000000,0.035000,0.030000,0.035000,0.034584,-0.020000,1.750000,0.596867,0.629719,4.000000,1.750000
2020-08-12,39,0.092500,SR3_M20,0.365000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.205000,SR3_U26,2026-09-01,27.250000,0.136042,0.215000,0.235000,0.002500,0.000000,0.000000,0.000000,0.000000,-0.020000,0.125000,0.663796,0.622330,3.625000,1.375000
2020-08-13,39,0.092500,SR3_M20,0.370000,SR3_Z29,0.005000,SR3_H22,2022-03-01,0.210000,SR3_U26,2026-09-01,27.750000,0.141042,0.220000,0.240000,0.000000,0.005000,0.005000,0.005000,0.005000,-0.020000,0.250000,0.663796,0.608702,3.625000,2.125000
2020-08-14,39,0.092500,SR3_M20,0.370000,SR3_Z29,0.005000,SR3_H22,2022-03-01,0.210000,SR3_U26,2026-09-01,27.750000,0.141042,0.220000,0.240000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.709313,0.609141,2.625000,2.000000
2020-08-17,39,0.092500,SR3_M20,0.360000,SR3_Z29,-0.005000,SR3_H22,2022-03-01,0.200000,SR3_U26,2026-09-01,26.750000,0.131042,0.210000,0.230000,0.000000,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.500000,0.845946,0.619183,1.625000,1.750000
2020-08-18,39,0.095000,SR3_M20,0.345000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,25.000000,0.116458,0.195000,0.215000,0.002500,-0.015000,-0.010000,-0.015000,-0.014584,-0.020000,-0.625000,0.389310,0.637732,-0.750000,0.875000
2020-08-19,39,0.090000,SR3_M20,0.335000,SR3_Z29,-0.025000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,24.500000,0.106458,0.185000,0.205000,-0.005000,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.750000,0.429389,0.661313,-1.625000,0.250000
2020-08-20,39,0.090000,SR3_M20,0.335000,SR3_Z29,-0.025000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,24.500000,0.106458,0.185000,0.205000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.353553,0.658447,-1.875000,0.500000
2020-08-21,39,0.087500,SR3_M20,0.345000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,25.750000,0.116458,0.195000,0.215000,-0.002500,0.010000,0.010000,0.010000,0.010000,-0.020000,0.375000,0.472692,0.658447,-1.500000,0.500000
2020-08-24,39,0.087500,SR3_M20,0.340000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,25.250000,0.111875,0.190000,0.210000,0.000000,-0.005000,0.000000,-0.005000,-0.004583,-0.020000,-0.250000,0.459279,0.651289,-1.250000,-0.250000
2020-08-25,39,0.090000,SR3_M20,0.350000,SR3_Z29,-0.005000,SR3_H22,2022-03-01,0.190000,SR3_U26,2026-09-01,26.000000,0.121875,0.200000,0.220000,0.002500,0.010000,0.010000,0.010000,0.010000,-0.020000,0.625000,0.537645,0.663765,-0.000000,0.625000
2020-08-26,39,0.092500,SR3_M20,0.355000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.195000,SR3_U26,2026-09-01,26.250000,0.126875,0.205000,0.225000,0.002500,0.005000,0.005000,0.005000,0.005000,-0.020000,0.375000,0.346861,0.641365,1.125000,1.750000
2020-08-27,39,0.090000,SR3_M20,0.365000,SR3_Z29,0.010000,SR3_H22,2022-03-01,0.205000,SR3_U26,2026-09-01,27.500000,0.136875,0.215000,0.235000,-0.002500,0.010000,0.010000,0.010000,0.010000,-0.020000,0.375000,0.325960,0.590321,1.500000,3.125000
2020-08-28,39,0.087500,SR3_M20,0.345000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,25.750000,0.116875,0.195000,0.215000,-0.002500,-0.020000,-0.020000,-0.020000,-0.020000,-0.020000,-1.125000,0.707107,0.651289,-0.000000,2.250000
2020-08-31,38,0.075000,SR3_U20,0.340000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,26.500000,0.117391,0.190000,0.210000,-0.012500,-0.005000,0.000000,-0.005000,0.000516,-0.020000,-0.875000,0.810093,0.686333,-0.625000,1.500000
2020-09-01,38,0.072500,SR3_U20,0.335000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,26.250000,0.112391,0.185000,0.205000,-0.002500,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.375000,0.693722,0.681372,-1.625000,1.625000
2020-09-02,38,0.075000,SR3_U20,0.345000,SR3_Z29,-0.005000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,27.000000,0.122391,0.195000,0.215000,0.002500,0.010000,0.010000,0.010000,0.010000,-0.020000,0.625000,0.762398,0.685973,-1.375000,1.750000
2020-09-03,38,0.072500,SR3_U20,0.335000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,26.250000,0.112391,0.185000,0.205000,-0.002500,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.625000,0.675463,0.702761,-2.375000,0.875000
2020-09-04,38,0.080000,SR3_U20,0.365000,SR3_Z29,0.010000,SR3_H22,2022-03-01,0.205000,SR3_U26,2026-09-01,28.500000,0.142174,0.215000,0.235000,0.007500,0.030000,0.025000,0.030000,0.029783,-0.020000,1.875000,1.131923,0.787547,0.625000,1.750000
2020-09-08,38,0.080000,SR3_U20,0.355000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.195000,SR3_U26,2026-09-01,27.500000,0.132174,0.205000,0.225000,0.000000,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.500000,1.059186,0.791713,1.000000,0.750000
2020-09-09,38,0.082500,SR3_U20,0.360000,SR3_Z29,0.005000,SR3_H22,2022-03-01,0.200000,SR3_U26,2026-09-01,27.750000,0.137174,0.210000,0.230000,0.002500,0.005000,0.005000,0.005000,0.005000,-0.020000,0.375000,1.009331,0.688098,1.750000,-0.625000
2020-09-10,38,0.077500,SR3_U20,0.355000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.195000,SR3_U26,2026-09-01,27.750000,0.132174,0.205000,0.225000,-0.005000,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.500000,1.056971,0.694788,0.625000,-1.250000
2020-09-11,38,0.077500,SR3_U20,0.330000,SR3_Z29,-0.020000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,25.250000,0.107391,0.180000,0.200000,0.000000,-0.025000,-0.020000,-0.025000,-0.024783,-0.020000,-1.250000,1.195695,0.738842,-0.000000,-2.750000
2020-09-14,38,0.077500,SR3_U20,0.320000,SR3_Z29,-0.015000,SR3_H22,2022-03-01,0.160000,SR3_U26,2026-09-01,24.250000,0.098696,0.170000,0.190000,0.000000,-0.010000,0.005000,-0.010000,-0.008695,-0.020000,-0.500000,0.575543,0.742396,-2.375000,-3.250000
2020-09-15,38,0.072500,SR3_U20,0.325000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.165000,SR3_U26,2026-09-01,25.250000,0.103696,0.175000,0.195000,-0.005000,0.005000,0.005000,0.005000,0.005000,-0.020000,0.000000,0.612372,0.738842,-1.875000,-2.750000
2020-09-16,38,0.072500,SR3_U20,0.345000,SR3_Z29,-0.005000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,27.250000,0.122609,0.195000,0.215000,0.000000,0.020000,0.005000,0.020000,0.018913,-0.020000,1.000000,0.829156,0.771059,-1.250000,-1.125000
2020-09-17,38,0.072500,SR3_U20,0.340000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,26.750000,0.117609,0.190000,0.210000,0.000000,-0.005000,-0.005000,-0.005000,-0.005000,-0.020000,-0.250000,0.817771,0.755326,-1.000000,-0.625000
2020-09-18,38,0.077500,SR3_U20,0.355000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.195000,SR3_U26,2026-09-01,27.750000,0.132391,0.205000,0.225000,0.005000,0.015000,0.010000,0.015000,0.014782,-0.020000,1.000000,0.707107,0.789815,1.250000,0.375000
2020-09-21,38,0.075000,SR3_U20,0.335000,SR3_Z29,-0.005000,SR3_H22,2022-03-01,0.175000,SR3_U26,2026-09-01,26.000000,0.113913,0.185000,0.205000,-0.002500,-0.020000,-0.005000,-0.020000,-0.018478,-0.020000,-1.125000,0.901388,0.824656,0.625000,-1.125000
2020-09-22,38,0.070000,SR3_U20,0.325000,SR3_Z29,-0.015000,SR3_M22,2022-06-01,0.165000,SR3_U26,2026-09-01,25.500000,0.103913,0.175000,0.195000,-0.005000,-0.010000,-0.010000,-0.010000,-0.010000,-0.020000,-0.750000,0.985837,0.838305,-0.125000,-1.625000
2020-09-23,38,0.072500,SR3_U20,0.325000,SR3_Z29,-0.015000,SR3_M22,2022-06-01,0.165000,SR3_U26,2026-09-01,25.250000,0.103913,0.175000,0.195000,0.002500,0.000000,0.000000,0.000000,0.000000,-0.020000,0.125000,0.822534,0.823458,-1.000000,-2.125000
2020-09-24,38,0.070000,SR3_U20,0.330000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,26.000000,0.108913,0.180000,0.200000,-0.002500,0.005000,0.005000,0.005000,0.005000,-0.020000,0.125000,0.833854,0.817646,-0.625000,-2.375000
2020-09-25,38,0.070000,SR3_U20,0.330000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.170000,SR3_U26,2026-09-01,26.000000,0.108913,0.180000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.576899,0.809991,-1.625000,-2.750000
2020-09-28,38,0.070000,SR3_U20,0.340000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,27.000000,0.118696,0.190000,0.210000,0.000000,0.010000,0.000000,0.010000,0.009783,-0.020000,0.500000,0.459279,0.786894,-0.000000,-1.125000
2020-09-29,38,0.070000,SR3_U20,0.340000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.180000,SR3_U26,2026-09-01,27.000000,0.118696,0.190000,0.210000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.205396,0.762937,0.750000,-0.250000
2020-09-30,38,0.067500,SR3_U20,0.345000,SR3_Z29,-0.010000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,27.750000,0.123696,0.195000,0.215000,-0.002500,0.005000,0.000000,0.005000,0.005000,-0.020000,0.125000,0.205396,0.758613,0.750000,0.250000
2020-10-01,38,0.067500,SR3_U20,0.345000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,27.750000,0.123913,0.195000,0.215000,0.000000,0.000000,0.010000,0.000000,0.000217,-0.020000,0.000000,0.216506,0.744801,0.625000,-0.375000
2020-10-02,38,0.067500,SR3_U20,0.345000,SR3_Z29,0.000000,SR3_H22,2022-03-01,0.185000,SR3_U26,2026-09-01,27.750000,0.123913,0.195000,0.215000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,0.216506,0.731010,0.625000,0.250000
2020-10-05,38,0.072500,SR3_U20,0.395000,SR3_Z29,0.010000,SR3_H22,2022-03-01,0.235000,SR3_U26,2026-09-01,32.250000,0.166957,0.245000,0.265000,0.005000,0.050000,0.010000,0.050000,0.043044,-0.020000,2.750000,1.217066,0.862672,2.875000,1.125000
2020-10-06,38,0.072500,SR3_U20,0.395000,SR3_Z29,0.010000,SR3_H22,2022-03-01,0.235000,SR3_U26,2026-09-01,32.250000,0.166957,0.245000,0.265000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,0.000000,1.217066,0.852893,2.875000,1.625000
2020-10-07,38,0.072500,SR3_U20,0.420000,SR3_Z29,0.020000,SR3_H22,2022-03-01,0.260000,SR3_U26,2026-09-01,34.750000,0.191087,0.270000,0.290000,0.000000,0.025000,0.010000,0.025000,0.024130,-0.020000,1.250000,1.217066,0.890372,4.000000,2.500000
2020-10-08,38,0.072500,SR3_U20,0.415000,SR3_Z29,0.020000,SR3_H22,2022-03-01,0.255000,SR3_U26,2026-09-01,34.250000,0.186304,0.265000,0.285000,0.000000,-0.005000,0.000000,-0.005000,-0.004783,-0.020000,-0.250000,1.262438,0.882859,3.750000,2.750000
2020-10-09,38,0.072500,SR3_U20,0.430000,SR3_Z29,0.025000,SR3_H22,2022-03-01,0.270000,SR3_U26,2026-09-01,35.750000,0.200435,0.280000,0.300000,0.000000,0.015000,0.005000,0.015000,0.014131,-0.020000,0.750000,1.193734,0.829057,4.500000,4.750000
2020-10-12,38,0.072500,SR3_U20,0.425000,SR3_Z29,0.025000,SR3_H22,2022-03-01,0.265000,SR3_U26,2026-09-01,35.250000,0.195652,0.275000,0.295000,0.000000,-0.005000,0.000000,-0.005000,-0.004783,-0.020000,-0.250000,0.670820,0.819178,1.500000,5.000000
2020-10-13,38,0.075000,SR3_U20,0.410000,SR3_Z29,0.015000,SR3_H22,2022-03-01,0.250000,SR3_U26,2026-09-01,33.500000,0.181087,0.260000,0.280000,0.002500,-0.015000,-0.010000,-0.015000,-0.014565,-0.020000,-0.625000,0.788591,0.840852,0.875000,4.375000
2020-10-14,38,0.075000,SR3_U20,0.405000,SR3_Z29,0.015000,SR3_H22,2022-03-01,0.245000,SR3_U26,2026-09-01,33.000000,0.176087,0.255000,0.275000,0.000000,-0.005000,0.000000,-0.005000,-0.005000,-0.020000,-0.250000,0.515388,0.826051,-0.625000,3.125000
2020-10-15,38,0.080000,SR3_U20,0.410000,SR3_Z29,0.025000,SR3_H22,2022-03-01,0.250000,SR3_U26,2026-09-01,33.000000,0.181522,0.260000,0.280000,0.005000,0.005000,0.010000,0.005000,0.005435,-0.020000,0.500000,0.575543,0.823658,0.125000,3.875000
2020-10-16,38,0.080000,SR3_U20,0.405000,SR3_Z29,0.020000,SR3_H22,2022-03-01,0.245000,SR3_U26,2026-09-01,32.500000,0.176739,0.255000,0.275000,0.000000,-0.005000,-0.005000,-0.005000,-0.004783,-0.020000,-0.250000,0.410792,0.806506,-0.875000,2.625000
2020-10-19,38,0.080000,SR3_U20,0.415000,SR3_Z29,0.025000,SR3_H22,2022-03-01,0.255000,SR3_U26,2026-09-01,33.500000,0.186304,0.265000,0.285000,0.000000,0.010000,0.005000,0.010000,0.009565,-0.020000,0.500000,0.503115,0.753391,-0.125000,4.250000
2020-10-20,38,0.082500,SR3_U20,0.425000,SR3_Z29,0.030000,SR3_H22,2022-03-01,0.265000,SR3_U26,2026-09-01,34.250000,0.196087,0.275000,0.295000,0.002500,0.010000,0.005000,0.010000,0.009783,-0.020000,0.625000,0.436606,0.723063,1.125000,5.625000
2020-10-21,38,0.080000,SR3_U20,0.425000,SR3_Z29,0.030000,SR3_H22,2022-03-01,0.265000,SR3_U26,2026-09-01,34.500000,0.196087,0.275000,0.295000,-0.002500,0.000000,0.000000,0.000000,0.000000,-0.020000,-0.125000,0.405046,0.728051,1.250000,5.375000
2020-10-22,38,0.082500,SR3_U20,0.450000,SR3_Z29,0.040000,SR3_H22,2022-03-01,0.290000,SR3_U26,2026-09-01,36.750000,0.218913,0.300000,0.320000,0.002500,0.025000,0.010000,0.025000,0.022826,-0.020000,1.375000,0.653118,0.767638,2.125000,6.625000
2020-10-23,38,0.082500,SR3_U20,0.440000,SR3_Z29,0.035000,SR3_H22,2022-03-01,0.280000,SR3_U26,2026-09-01,35.750000,0.209130,0.290000,0.310000,0.000000,-0.010000,-0.005000,-0.010000,-0.009783,-0.020000,-0.500000,0.723490,0.786894,1.875000,6.125000
2020-10-26,38,0.080000,SR3_U20,0.430000,SR3_Z29,0.030000,SR3_H22,2022-03-01,0.270000,SR3_U26,2026-09-01,35.000000,0.199130,0.280000,0.300000,-0.002500,-0.010000,-0.005000,-0.010000,-0.010000,-0.020000,-0.625000,0.840387,0.812120,0.750000,5.000000
2020-10-27,38,0.080000,SR3_U20,0.425000,SR3_Z29,0.030000,SR3_H22,2022-03-01,0.265000,SR3_U26,2026-09-01,34.500000,0.194348,0.275000,0.295000,0.000000,-0.005000,0.000000,-0.005000,-0.004782,-0.020000,-0.250000,0.807194,0.818073,-0.125000,4.750000
2020-10-28,38,0.082500,SR3_U20,0.425000,SR3_Z29,0.030000,SR3_H22,2022-03-01,0.265000,SR3_U26,2026-09-01,34.250000,0.194348,0.275000,0.295000,0.002500,0.000000,0.000000,0.000000,0.000000,-0.020000,0.125000,0.807194,0.818073,0.125000,4.750000
2020-10-29,38,0.082500,SR3_U20,0.435000,SR3_Z29,0.030000,SR3_H22,2022-03-01,0.275000,SR3_U26,2026-09-01,35.250000,0.204130,0.285000,0.305000,0.000000,0.010000,0.000000,0.010000,0.009782,-0.020000,0.500000,0.462669,0.818073,-0.750000,5.250000
2020-10-30,38,0.082500,SR3_U20,0.440000,SR3_Z29,0.035000,SR3_H22,2022-03-01,0.280000,SR3_U26,2026-09-01,35.750000,0.209130,0.290000,0.310000,0.000000,0.005000,0.005000,0.005000,0.005000,-0.020000,0.250000,0.441942,0.815758,-0.000000,5.500000
